date,ticker,factor
2017-03-14,0,-64.578430923012
2017-03-15,0,-32.88496656202781
2017-03-16,0,-9.035770037502079
2017-03-17,0,-29.27360870399948
2017-03-18,0,18.562953939118408
2017-03-21,0,-55.48010129960262
2017-03-22,0,11.16964887253242
2017-03-23,0,61.62972652587063
2017-03-24,0,-24.18831511618165
2017-03-25,0,1.3660735465583933
2017-03-28,0,17.392931346833226
2017-03-29,0,-5.859977386575647
2017-03-30,0,-19.928995398541954
2017-03-31,0,-87.34793950725744
2017-04-01,0,-10.065519584284605
2017-04-04,0,-41.28482995462068
2017-04-05,0,32.40478945175302
2017-04-06,0,22.405444900849066
2017-04-07,0,24.28689084071839
2017-04-08,0,43.040299222761774
2017-04-11,0,7.051124987721503
2017-04-12,0,12.919693455126257
2017-04-13,0,-70.19607088947838
2017-04-14,0,-33.20390722790832
2017-04-15,0,19.716220719136945
2017-04-18,0,-4.222699232591286
2017-04-19,0,-25.36963807711021
2017-04-20,0,14.613841956878671
2017-04-21,0,6.188561131020137
2017-04-22,0,17.2823136779829
2017-04-25,0,-1.9583641275267072
2017-04-26,0,-30.863677468882308
2017-04-27,0,-4.750438432240355
2017-04-28,0,
2017-04-29,0,-39.93742985429389
2017-05-02,0,11.983506155635233
2017-05-03,0,-30.68374831443661
2017-05-04,0,17.485549340747795
2017-05-05,0,-16.250775142891158
2017-05-06,0,13.159000297619546
2017-05-09,0,-0.4175092799842692
2017-05-10,0,20.287028312459213
2017-05-11,0,-33.66914713415366
2017-05-12,0,42.09196413105563
2017-05-13,0,-22.269026559524328
2017-05-16,0,-6.928019534003264
2017-05-17,0,-24.522480206093565
2017-05-18,0,3.3643493901289068
2017-05-19,0,1.2422595335876938
2017-05-20,0,-39.21326499364098
2017-05-23,0,-34.387409068709786
2017-05-24,0,8.039928917114652
2017-05-25,0,37.419047081756375
2017-05-26,0,29.85318129601526
2017-05-27,0,-16.335627508218998
2017-05-30,0,41.122912704266625
2017-05-31,0,25.581742081632694
2017-06-01,0,-14.12529711112094
2017-06-02,0,-32.70109190046204
2017-06-03,0,-8.840209011265268
2017-06-06,0,21.32467900899021
2017-06-07,0,17.60994599456648
2017-06-08,0,42.548507154846305
2017-06-09,0,
2017-06-10,0,
2017-06-13,0,-31.172254302617755
2017-06-14,0,-38.84114346226922
2017-06-15,0,-33.72399577738493
2017-06-16,0,5.430543883789005
2017-06-17,0,18.55892355302215
2017-06-20,0,19.654277691622386
2017-06-21,0,14.448575689480013
2017-06-22,0,-3.1939018261073278
2017-06-23,0,-20.374269850722662
2017-06-24,0,15.067151198701026
2017-06-27,0,-37.046163898776484
2017-06-28,0,-5.995125083813993
2017-06-29,0,-1.9468286938395765
2017-06-30,0,21.173968277990532
2017-07-01,0,39.9953019140276
2017-07-04,0,-53.48414334926601
2017-07-05,0,-39.1964891749121
2017-07-06,0,12.012183961142316
2017-07-07,0,36.98255901158823
2017-07-08,0,79.67625612815094
2017-07-11,0,10.65281052169589
2017-07-12,0,-41.62639177218962
2017-07-13,0,22.57801991703408
2017-07-14,0,4.834954665853998
2017-07-15,0,16.880421487926984
2017-07-18,0,-25.735085693285765
2017-07-19,0,-10.687529225601676
2017-07-20,0,16.18417322833021
2017-07-21,0,-25.826018175478428
2017-07-22,0,-1.4139636787955379
2017-07-25,0,-47.68643275814948
2017-07-26,0,-38.705400295142205
2017-07-27,0,-22.498567263527832
2017-07-28,0,-2.2663874373829933
2017-07-29,0,-32.17511228029256
2017-08-01,0,-49.60025032424916
2017-08-02,0,
2017-08-03,0,34.5345427604242
2017-08-04,0,-4.037272909153244
2017-08-05,0,2.9963799235438393
2017-08-08,0,29.015480783414862
2017-08-09,0,18.195181677867772
2017-08-10,0,1.2104047574579693
2017-08-11,0,4.116300883330154
2017-08-12,0,2.5949150103371483
2017-08-15,0,2.188504928623803
2017-08-16,0,63.400268728711545
2017-08-17,0,-35.968145905510056
2017-08-18,0,-12.729029023628788
2017-08-19,0,-6.240994102908367
2017-08-22,0,25.282990702994507
2017-08-23,0,68.68983534016522
2017-08-24,0,18.83992985074879
2017-08-25,0,-16.801304757459828
2017-08-26,0,-19.453943839196953
2017-08-29,0,-20.50452877624066
2017-08-30,0,
2017-08-31,0,-14.461160343817637
2017-09-01,0,-35.332294250732986
2017-09-02,0,-62.02536165072474
2017-09-05,0,1.4010520567362936
2017-09-06,0,-0.7095429300582332
2017-09-07,0,51.64554000834217
2017-09-08,0,39.21406037354209
2017-09-09,0,-11.05697401897509
2017-09-12,0,16.250348564748275
2017-09-13,0,-1.083407194672854
2017-09-14,0,51.65818550693997
2017-09-15,0,-0.725899795370199
2017-09-16,0,18.11572554601587
2017-09-19,0,-16.656014563441953
2017-09-20,0,-1.9477607423525964
2017-09-21,0,27.302796440455168
2017-09-22,0,7.310429230627996
2017-09-23,0,-3.411836548785582
2017-09-26,0,44.26743004636262
2017-09-27,0,-12.128003543496394
2017-09-28,0,26.75715585373228
2017-09-29,0,-19.54043128740061
2017-09-30,0,-74.8836656770212
2017-10-03,0,-17.487139012713936
2017-10-04,0,-26.942348001999704
2017-10-05,0,-38.55089653631813
2017-10-06,0,1.3636392149909824
2017-10-07,0,-18.524805793705255
2017-10-10,0,
2017-10-11,0,12.864801843478652
2017-10-12,0,-20.91128844833774
2017-10-13,0,-36.5341248196799
2017-10-14,0,11.593411564997677
2017-10-17,0,-14.725308613071943
2017-10-18,0,-16.789034854409866
2017-10-20,0,35.10810376107222
2017-10-21,0,-61.56733247504233
2017-10-24,0,-2.585034581434675
2017-10-25,0,-0.8038218781718838
2017-10-26,0,
2017-10-27,0,-13.692320293767521
2017-10-28,0,7.9603911606603575
2017-10-31,0,-29.274601618575552
2017-11-01,0,21.640234155043576
2017-11-02,0,72.52889479118465
2017-11-03,0,-37.847826780913316
2017-11-04,0,-5.122001100797963
2017-11-07,0,-33.77699090505797
2017-11-08,0,-9.511785154949186
2017-11-09,0,-50.98567001472905
2017-11-10,0,25.280823303246613
2017-11-11,0,-21.316404657405695
2017-11-14,0,-5.855977308529553
2017-11-15,0,0.36256390319656095
2017-11-16,0,-9.830785173644664
2017-11-17,0,26.174923285887168
2017-11-18,0,34.73648877397008
2017-11-21,0,-8.770340765205441
2017-11-22,0,14.387084280579792
2017-11-23,0,7.047880348533392
2017-11-24,0,-6.350492041520443
2017-11-25,0,-31.2421146036993
2017-11-28,0,
2017-11-29,0,-16.533315267939937
2017-11-30,0,-1.615325097358499
2017-12-01,0,1.986744160584113
2017-12-02,0,45.31098455615722
2017-12-05,0,32.78190810657859
2017-12-06,0,-6.188680223788486
2017-12-07,0,48.38374640404292
2017-12-08,0,-44.854003035515625
2017-12-09,0,-28.335197236587625
2017-12-12,0,-14.709336444252687
2017-12-13,0,13.130448895851018
2017-12-14,0,-57.07590236559611
2017-12-15,0,-31.70159064597738
2017-12-16,0,-22.72254589833778
2017-12-19,0,46.434037676809425
2017-12-20,0,-11.536831993454662
2017-12-21,0,-32.76214326520898
2017-12-22,0,4.676237115566287
2017-12-23,0,-3.4422890840077742
2017-12-26,0,19.142383608351984
2017-12-27,0,-48.89162514470231
2017-12-28,0,-8.247885533100725
2017-12-29,0,10.460694586985333
2017-12-30,0,
2018-01-02,0,36.33993781981186
2018-01-03,0,-11.60929981472459
2018-01-04,0,9.395529320295923
2018-01-05,0,-58.75104492202056
2018-01-06,0,64.32657266398382
2018-01-09,0,-23.017469195141828
2018-01-10,0,-77.76966167017859
2018-01-11,0,-16.14028251742943
2018-01-12,0,20.490976233465968
2018-01-13,0,-8.65981161794138
2018-01-16,0,34.668681694579014
2018-01-17,0,-19.718746697504386
2018-01-18,0,-62.703168842901306
2018-01-19,0,-5.981817302196803
2018-01-20,0,24.141454638031703
2018-01-23,0,9.300706117655826
2018-01-24,0,15.76225584977132
2018-01-25,0,18.886720764386215
2018-01-26,0,1.6333344101756166
2018-01-27,0,12.840920602099123
2018-01-30,0,-24.45721767924929
2018-01-31,0,20.01864408827283
2018-02-01,0,20.99989927777165
2018-02-02,0,-64.8826805089375
2018-02-03,0,-10.56875775214424
2018-02-06,0,-48.52086006689514
2018-02-07,0,
2018-02-08,0,-27.02166990009253
2018-02-09,0,-67.62096407884981
2018-02-10,0,-72.70327623826533
2018-02-13,0,-19.513431777457356
2018-02-14,0,-31.36664210991537
2018-02-15,0,32.85235215254148
2018-02-16,0,-53.65505083450891
2018-02-17,0,28.991442658094964
2018-02-20,0,-15.664728625649612
2018-02-21,0,-18.919715381085652
2018-02-22,0,
2018-02-23,0,-36.030140819886206
2018-02-24,0,-0.09513472171766324
2018-02-27,0,50.29594379484911
2018-02-28,0,54.33106530985545
2018-03-01,0,-21.551636745910255
2018-03-02,0,27.40512851573977
2018-03-03,0,-3.50412481099986
2018-03-06,0,-17.13898944249754
2018-03-07,0,-37.54148046693238
2018-03-08,0,-19.00749576875242
2018-03-09,0,-30.521002001561104
2018-03-10,0,-39.8182142575567
2018-03-13,0,28.089059852267543
2018-03-14,0,5.466098120644008
2018-03-15,0,-55.94382441170456
2018-03-16,0,-6.100058491969869
2018-03-17,0,-19.05198551109732
2018-03-20,0,-5.4706385556807415
2018-03-21,0,-6.297981391834509
2018-03-22,0,23.008766092467134
2018-03-23,0,18.658699223587345
2018-03-24,0,57.790401949640966
2018-03-27,0,48.36384817806078
2018-03-28,0,-16.61861539299133
2018-03-29,0,-43.7031599257513
2018-03-30,0,-3.574449980888632
2018-03-31,0,-14.564544755186605
2018-04-03,0,9.655760241352926
2018-04-04,0,-30.481533800029112
2018-04-05,0,-44.92293479854037
2018-04-06,0,24.456596792383188
2018-04-07,0,-20.86623451401145
2018-04-10,0,-14.853711190003738
2018-04-11,0,6.109829242795232
2018-04-12,0,-43.56763729580373
2018-04-13,0,11.522690899917135
2018-04-14,0,-36.33843247582514
2018-04-17,0,-54.928636279444135
2018-04-18,0,-20.37378162309497
2018-04-19,0,-15.13162907114201
2018-04-20,0,49.615396101116254
2018-04-21,0,5.012953363260067
2018-04-24,0,2.9468983267356252
2018-04-25,0,-1.526280592211072
2018-04-26,0,-40.333563215574884
2018-04-27,0,31.399157320552384
2018-04-28,0,-20.071662798556986
2018-05-01,0,6.664522276641088
2018-05-02,0,-5.505312472034237
2018-05-03,0,-27.728979315687077
2018-05-04,0,7.647515825813312
2018-05-05,0,-31.35576532387749
2018-05-08,0,-46.00787177038269
2018-05-09,0,-72.96366368178535
2018-05-10,0,-35.1821024326358
2018-05-11,0,-5.736210382091431
2018-05-12,0,38.46785834712355
2018-05-15,0,-31.42261307899016
2018-05-16,0,-23.25337536342039
2018-05-17,0,-10.935784605074591
2018-05-18,0,-35.13097655905748
2018-05-19,0,5.733451401997537
2018-05-22,0,-13.056855264652008
2018-05-23,0,2.3746767619259197
2018-05-24,0,7.357625476709407
2018-05-25,0,-4.426045107811728
2018-05-26,0,13.311795460157017
2018-05-29,0,
2018-05-30,0,-8.761479051344274
2018-05-31,0,-41.329852729061805
2018-06-01,0,-22.34472025940984
2018-06-02,0,11.494151727502517
2018-06-05,0,-7.768279298194052
2018-06-06,0,-63.100125975000836
2018-06-07,0,-42.032291987844104
2018-06-08,0,-33.93318795558787
2018-06-09,0,-23.864090176870032
2018-06-12,0,10.386612891005582
2018-06-13,0,
2018-06-14,0,-18.28602511158605
2018-06-15,0,-63.30746459453777
2018-06-16,0,4.560122603798686
2018-06-19,0,-12.889857464366532
2018-06-20,0,-26.047446022524735
2018-06-21,0,44.805847142398
2018-06-22,0,18.07183696195788
2018-06-23,0,72.7604853641658
2018-06-26,0,-35.35587221894749
2018-06-27,0,-3.9729016967737465
2018-06-28,0,33.928743839561186
2018-06-29,0,-33.62013343505966
2018-06-30,0,66.33830054413285
2018-07-03,0,-21.118515256616806
2018-07-04,0,52.58666698651874
2018-07-05,0,-8.357710645605403
2018-07-06,0,-22.88006278456924
2018-07-07,0,-47.503856241438164
2018-07-10,0,-54.138813253526536
2018-07-11,0,-25.232636999088427
2018-07-12,0,-13.464020289613687
2018-07-13,0,17.98453930785109
2018-07-14,0,42.21438408190438
2018-07-17,0,11.146773577830707
2018-07-18,0,9.886274927753822
2018-07-19,0,-8.972522009954204
2018-07-20,0,-19.349023665356682
2018-07-21,0,-11.3188138294611
2018-07-24,0,5.54797650647744
2018-07-25,0,-12.312818434763615
2018-07-26,0,-10.372932817906976
2018-07-27,0,20.06396163964906
2018-07-28,0,-24.217216166249376
2018-07-31,0,30.525033655324894
2018-08-01,0,14.102496876755445
2018-08-02,0,-24.768289387408384
2018-08-03,0,3.991048021684719
2018-08-04,0,-13.41976952338555
2018-08-07,0,23.92643424936664
2018-08-08,0,-12.333118135238154
2018-08-09,0,-48.72239010679189
2018-08-10,0,-19.500193496477664
2018-08-11,0,-5.884794684400566
2018-08-15,0,21.399716158474774
2018-08-16,0,55.91134453764516
2018-08-17,0,5.097224272412991
2018-08-18,0,-6.453683779783521
2018-08-21,0,-7.178677781236379
2018-08-22,0,-24.502484654732662
2018-08-23,0,-50.314899482088535
2018-08-24,0,
2018-08-25,0,30.846928837808978
2018-08-28,0,-0.6643739870417621
2018-08-29,0,-8.002369677354432
2018-08-30,0,-7.596289784805253
2018-08-31,0,-50.38174550043191
2018-09-01,0,-29.858603473807438
2018-09-04,0,-19.424398732537135
2018-09-05,0,-49.59577876008438
2018-09-06,0,-62.70348144151947
2018-09-07,0,0.7939210809388169
2018-09-08,0,-51.5994732870659
2018-09-11,0,-13.887492578773152
2018-09-12,0,28.921906977427422
2018-09-13,0,-81.07128907192046
2018-09-14,0,-73.97303633385424
2018-09-15,0,-6.1469813710666275
2018-09-18,0,-53.62537585082
2018-09-19,0,-23.51669318844416
2018-09-21,0,8.010308278957929
2018-09-22,0,-18.528444494322752
2018-09-25,0,-52.28118921384536
2018-09-26,0,-49.35169530502301
2018-09-27,0,-17.109994719685684
2018-09-28,0,40.58921681527868
2018-09-29,0,3.5972120598677058
2018-10-02,0,-32.30037950237235
2018-10-03,0,-4.861671202023387
2018-10-04,0,18.733503062926186
2018-10-05,0,-69.01597616421964
2018-10-06,0,-33.05978741715188
2018-10-09,0,36.581746078010504
2018-10-10,0,-4.674360753241007
2018-10-11,0,17.693781993480798
2018-10-12,0,28.204649557320028
2018-10-13,0,-17.13907052138901
2018-10-16,0,67.7449190622954
2018-10-17,0,20.657424476448504
2018-10-18,0,-24.573027625237167
2018-10-19,0,-5.651706844134466
2018-10-20,0,-40.05078639055333
2018-10-23,0,-28.23364077155165
2018-10-24,0,19.02667856778449
2018-10-25,0,8.225499236013562
2018-10-26,0,40.79556787563845
2018-10-27,0,69.6980174612428
2018-10-30,0,-7.8393498457161686
2018-10-31,0,-53.99869970770432
2018-11-01,0,0.0150672025414599
2018-11-02,0,-41.26233638731116
2018-11-03,0,-1.2034943873538748
2018-11-06,0,-18.525442417695878
2018-11-07,0,-28.95646043748627
2018-11-08,0,
2018-11-09,0,7.106888579364509
2018-11-10,0,13.067136572773947
2018-11-13,0,38.93451835307223
2018-11-14,0,40.26340612325296
2018-11-15,0,-19.92087200087171
2018-11-16,0,37.63547841250819
2018-11-17,0,-15.562629712144403
2018-11-20,0,-5.604564989168097
2018-11-21,0,-11.18063319238066
2018-11-22,0,-33.66649198816881
2018-11-23,0,3.5287222880883897
2018-11-24,0,7.461975399601746
2018-11-27,0,1.9060101018469204
2018-11-28,0,13.552013843657434
2018-11-29,0,16.909135449221598
2018-11-30,0,-41.97650645046488
2018-12-01,0,-33.48656267950561
2018-12-04,0,-48.51220108435953
2018-12-05,0,37.290453007445045
2018-12-06,0,-56.579526554113144
2018-12-07,0,37.628882645885724
2018-12-08,0,41.50668662049589
2018-12-11,0,-11.633174539230936
2018-12-12,0,33.95026407342236
2018-12-13,0,49.9238216678802
2018-12-14,0,-1.0834922021497082
2018-12-15,0,-5.850707416795085
2018-12-18,0,-6.2820030023957125
2018-12-19,0,0.4475580360876692
2018-12-20,0,-10.326467385475253
2018-12-21,0,-65.40871030275413
2018-12-22,0,19.183989852188567
2018-12-25,0,16.675508710014903
2018-12-26,0,28.012869892530716
2018-12-27,0,17.1372825133454
2018-12-28,0,-24.04399936891816
2018-12-29,0,-39.7664523529178
2019-01-01,0,9.676381333664404
2019-01-02,0,-19.825941915648237
2019-01-03,0,-2.309418779662531
2019-01-04,0,-34.428613377158996
2019-01-05,0,55.05914213052971
2019-01-08,0,35.60082017937464
2019-01-09,0,-28.501360981114672
2019-01-10,0,46.087825071641625
2019-01-11,0,3.8948441935105937
2019-01-12,0,-46.5965822437299
2019-01-15,0,-4.424531741983426
2019-01-16,0,35.74182075855806
2019-01-17,0,-30.470593241432756
2019-01-18,0,-39.639624194691855
2019-01-19,0,-45.9245469421525
2019-01-22,0,-34.42749302448298
2019-01-23,0,2.2311595799740305
2019-01-24,0,-19.673846996062167
2019-01-25,0,-36.60879978210486
2019-01-26,0,-12.821038574317338
2019-01-29,0,13.650306342549808
2019-01-30,0,-77.31810777754927
2019-01-31,0,-28.09602530592945
2019-02-01,0,-6.92729176728198
2019-02-02,0,-24.874835037036256
2019-02-05,0,-25.12481383511476
2019-02-06,0,-47.59765771865037
2019-02-07,0,-24.196833340272953
2019-02-08,0,-18.064217279337015
2019-02-09,0,-0.5589434356735103
2019-02-12,0,9.710575013532385
2019-02-13,0,-13.334671021771246
2019-02-14,0,-77.24599533045365
2019-02-15,0,-47.63126999851744
2019-02-16,0,6.966978867629227
2019-02-19,0,5.389203823074827
2019-02-20,0,-6.379897919429371
2019-02-21,0,-7.667722984063856
2019-02-22,0,11.643374252458745
2019-02-23,0,22.6867148015387
2019-02-26,0,19.09268452386962
2019-02-27,0,-9.46325056183953
2019-02-28,0,-23.576169204420065
2019-03-01,0,51.10712675239379
2019-03-02,0,-11.783060795557027
2019-03-05,0,1.1840920589175266
2019-03-06,0,19.29420189714474
2019-03-07,0,-7.773492592923988
2019-03-08,0,-13.580303514701683
2019-03-09,0,-0.16539899446992834
2019-03-12,0,-49.58488346251477
2019-03-13,0,6.0927808840383975
2019-03-14,0,10.15011787760667
2019-03-15,0,30.21827454126488
2019-03-19,0,-62.816976843910545
2019-03-20,0,-28.433540365728554
2019-03-21,0,-35.50867277421356
2019-03-22,0,-50.32648223615192
2019-03-23,0,-45.3402863453341
2019-03-26,0,-40.701373323592826
2019-03-27,0,-14.723741851743327
2019-03-28,0,46.60168281513717
2019-03-29,0,26.73220674905741
2019-03-30,0,-16.565627510466843
2016-12-01,1,-57.700087138132986
2016-12-02,1,-28.762415014663887
2016-12-03,1,-21.261762141692046
2016-12-06,1,31.44214600307839
2016-12-07,1,-18.866722998446285
2016-12-08,1,13.808368880669269
2016-12-09,1,-58.69881223528669
2016-12-10,1,30.75853665179479
2016-12-13,1,28.999793164858037
2016-12-14,1,-4.860722132197292
2016-12-15,1,-62.6005382867309
2016-12-16,1,-13.251805058469568
2016-12-17,1,-48.12289403243632
2016-12-20,1,16.342384336103805
2016-12-21,1,-7.0353629545567316
2016-12-22,1,64.10005408694086
2016-12-23,1,-19.104091682266073
2016-12-24,1,-11.596065788533835
2016-12-27,1,3.7848982576088956
2016-12-28,1,-51.79534424868573
2016-12-29,1,-12.219118857626317
2016-12-30,1,-1.4749726309192113
2016-12-31,1,-18.952677693720695
2017-01-03,1,-32.22903876987926
2017-01-04,1,9.034206596565442
2017-01-05,1,0.7191689971315717
2017-01-06,1,-7.7566734307945975
2017-01-07,1,-18.312560155553797
2017-01-10,1,3.533934645782987
2017-01-11,1,-23.446593419789373
2017-01-12,1,-33.194521823394815
2017-01-13,1,-3.2176405842210674
2017-01-14,1,2.235042849525671
2017-01-17,1,-20.510158298660745
2017-01-18,1,-74.76044542961029
2017-01-19,1,-38.34010382876044
2017-01-20,1,-32.94353879342771
2017-01-21,1,-19.507563817481206
2017-01-24,1,-25.13308382268778
2017-01-25,1,11.499038622158299
2017-01-26,1,-12.810154264916427
2017-01-27,1,17.535060944326418
2017-01-28,1,27.380801628337295
2017-01-31,1,-4.87820246236778
2017-02-01,1,10.25081347546372
2017-02-02,1,13.576395990002066
2017-02-03,1,-18.590213372718118
2017-02-04,1,44.78828795599551
2017-02-07,1,-4.187476852061393
2017-02-08,1,-55.26432095993319
2017-02-10,1,-8.036990261466391
2017-02-11,1,38.10561616239413
2017-02-14,1,-15.437501449825604
2017-02-15,1,-13.501033977654377
2017-02-16,1,-76.03676461893774
2017-02-17,1,-65.04668570461632
2017-02-18,1,20.404244216481718
2017-02-21,1,19.24244095365792
2017-02-22,1,-12.133117715604003
2017-02-23,1,9.257858870447834
2017-02-24,1,6.469411509381343
2017-02-25,1,-42.777212498967195
2017-02-28,1,1.783613317709814
2017-03-01,1,8.853311872275361
2017-03-02,1,16.27383518544365
2017-03-03,1,41.91790995829483
2017-03-04,1,-30.517179532079446
2017-03-07,1,20.470882676061677
2017-03-08,1,6.9196186603208725
2017-03-09,1,20.53941165177869
2017-03-10,1,-11.869966565970447
2017-03-11,1,15.926357908583848
2017-03-14,1,11.96150196934109
2017-03-15,1,15.579046406151129
2017-03-16,1,-42.557943555534735
2017-03-17,1,
2017-03-18,1,-58.28099498955667
2017-03-21,1,-22.175233162675223
2017-03-22,1,9.731309743153874
2017-03-23,1,-13.947862274674314
2017-03-24,1,61.99980429855455
2017-03-25,1,0.84847246857942
2017-03-28,1,37.124612413805394
2017-03-29,1,-30.626297456326526
2017-03-30,1,-34.76767639784227
2017-03-31,1,30.60051570229092
2017-04-01,1,-25.824017516270303
2017-04-04,1,
2017-04-05,1,30.163318115675857
2017-04-06,1,26.912059686877928
2017-04-07,1,46.4314518660555
2017-04-08,1,-47.422137770216665
2017-04-11,1,-32.773241693153544
2017-04-12,1,26.548337940720064
2017-04-13,1,24.511623076049347
2017-04-14,1,14.607451835453615
2017-04-15,1,30.10418464026264
2017-04-18,1,-29.883854252094938
2017-04-19,1,3.8572011000964217
2017-04-20,1,-27.479472530655247
2017-04-21,1,8.327788805237537
2017-04-22,1,-27.52121316037068
2017-04-25,1,-42.069528794084256
2017-04-26,1,47.8102497658327
2017-04-27,1,-11.166373888906499
2017-04-28,1,14.536898385218887
2017-04-29,1,
2017-05-02,1,29.457251156064906
2017-05-03,1,-24.423888555986586
2017-05-04,1,32.388535654192225
2017-05-05,1,36.80903467499961
2017-05-06,1,-32.47177799795437
2017-05-09,1,22.05841174875758
2017-05-10,1,-26.07097824140835
2017-05-11,1,-0.7874145670192509
2017-05-12,1,31.028078470096197
2017-05-13,1,-22.388429449956934
2017-05-16,1,-50.632917437670166
2017-05-17,1,45.3699151579872
2017-05-18,1,34.48404605581091
2017-05-19,1,0.9757329902680159
2017-05-20,1,13.73786307554387
2017-05-23,1,26.43276317206079
2017-05-24,1,23.996693686176208
2017-05-25,1,11.744353182553262
2017-05-26,1,-12.862472686151257
2017-05-27,1,22.54005834002606
2017-05-30,1,11.723260728109082
2017-05-31,1,1.430603025055932
2017-06-01,1,28.596727615898004
2017-06-02,1,-48.988663359901544
2017-06-03,1,49.22506887425649
2017-06-06,1,-15.690879990058884
2017-06-07,1,-46.794096361588075
2017-06-08,1,-31.27692378092902
2017-06-09,1,-65.4637405616656
2017-06-10,1,-24.69723940546003
2017-06-13,1,
2017-06-14,1,-29.838851598896657
2017-06-15,1,10.171429938980854
2017-06-16,1,69.46193454173726
2017-06-17,1,-49.55263685014138
2017-06-20,1,-69.43326399180475
2017-06-21,1,25.903858951281954
2017-06-22,1,-15.351135766564857
2017-06-23,1,-28.162558820552437
2017-06-24,1,-29.070703860606656
2017-06-27,1,14.891042787706265
2017-06-28,1,-43.066398393880895
2017-06-29,1,27.157238970131885
2017-06-30,1,-9.396462866566779
2017-07-01,1,30.672570682717474
2017-07-04,1,-1.817125331544874
2017-07-05,1,-2.303285982657002
2017-07-06,1,13.040347758610068
2017-07-07,1,10.47176226637734
2017-07-08,1,17.61253004549794
2017-07-11,1,-38.05529142207079
2017-07-12,1,-12.62327329438624
2017-07-13,1,-15.478342477415667
2017-07-14,1,-18.87630865691404
2017-07-15,1,-28.579825690829175
2017-07-18,1,-3.1860147784025847
2017-07-19,1,-17.712738731471422
2017-07-20,1,-79.75683669484332
2017-07-21,1,2.2905703211563293
2017-07-22,1,-42.67349811419448
2017-07-25,1,-10.637633532653814
2017-07-26,1,12.672747406317253
2017-07-27,1,-69.5069219798366
2017-07-28,1,-22.455203447207197
2017-07-29,1,56.44380206035564
2017-08-01,1,-4.060982741802498
2017-08-02,1,-42.92878150664457
2017-08-03,1,-3.725641008026009
2017-08-04,1,36.91139954272343
2017-08-05,1,-20.901524938587418
2017-08-08,1,-48.18774433618384
2017-08-09,1,74.70749045045712
2017-08-10,1,27.332827026578123
2017-08-11,1,-9.004631132745931
2017-08-12,1,-14.14825841977051
2017-08-15,1,-27.109239404612783
2017-08-16,1,0.6503115582013077
2017-08-17,1,-2.7635732401159556
2017-08-18,1,-19.742833958609104
2017-08-19,1,-7.03866774338954
2017-08-22,1,-33.11218157080619
2017-08-23,1,-27.31060437543823
2017-08-24,1,34.67005899520372
2017-08-25,1,-21.410334698969915
2017-08-26,1,-38.50078640682463
2017-08-29,1,-21.18099359557561
2017-08-30,1,-15.100188329704118
2017-08-31,1,67.91178306784765
2017-09-01,1,17.91743187866324
