,RankIC均值,RankIC标准差,RankICIR(年化),IC>0胜率
PCF,0.04876910862452769,0.2453306040759045,0.688626470355835,0.5828473413379074
VCF,0.09688418963912258,0.27443816343151867,1.2229227656012367,0.6511149228130361
PVCF,0.10167414472971256,0.23713967767693148,1.4852409871948198,0.6833619210977702
ACF,0.12280617633164362,0.24269647114603188,1.752860566000422,0.692967409948542
TRCF,0.081965325604612,0.2975299569085602,0.954311356619093,0.6078902229845626
