,PCF,VCF,PVCF,ACF,TRCF
2012-01-04,,,,,
2012-01-05,,,,,
2012-01-06,,,,,
2012-01-09,,,,,
2012-01-10,-0.39010989010989006,0.12087912087912088,0.03296703296703297,0.33516483516483514,0.06043956043956044
2012-01-11,-0.3494505494505495,-0.1384615384615385,-0.48571428571428577,-0.16043956043956045,-0.04180420571465299
2012-01-12,-0.1912087912087912,-0.07252747252747253,-0.15604395604395604,-0.04175824175824176,0.032967032967032975
2012-01-13,-0.09010989010989012,0.08131868131868132,0.04615384615384615,0.1824175824175824,0.11208791208791209
2012-01-16,-0.41208791208791207,0.37912087912087916,0.2912087912087912,0.48901098901098894,0.027472527472527472
2012-01-17,0.09010989010989012,0.2527472527472528,0.2,0.26593406593406593,-0.03736263736263736
2012-01-18,-0.3010989010989011,0.4769230769230769,0.3406593406593406,0.4681318681318682,0.12967032967032965
2012-01-19,-0.04175824175824176,0.5560439560439561,0.5120879120879122,0.49890109890109896,-0.16923076923076924
2012-01-20,-0.27472527472527475,0.8593406593406594,0.35824175824175825,0.7406593406593407,-0.05054945054945055
2012-01-30,0.05054945054945055,0.6175824175824175,0.5780219780219781,0.7318681318681319,-0.06813186813186813
2012-01-31,-0.32967032967032966,0.23626373626373626,0.15934065934065936,0.6978021978021978,0.07692307692307691
2012-02-01,-0.4461538461538462,0.1252747252747253,-0.12967032967032965,0.45494505494505494,0.2087912087912088
2012-02-02,-0.2879120879120879,0.39780219780219783,0.12087912087912088,0.5252747252747253,0.0945054945054945
2012-02-03,-0.16061615879840357,0.17381748691882032,0.1342135025575701,0.5280531248166693,-0.011001106767013944
2012-02-06,0.04395604395604395,0.0879120879120879,0.25274725274725274,0.2912087912087912,0.2912087912087912
2012-02-07,-0.21678321678321683,-0.37762237762237766,-0.18881118881118883,-0.18881118881118883,-0.2867132867132868
2012-02-08,-0.3916083916083916,-0.1258741258741259,-0.16783216783216784,-0.027972027972027972,0.11188811188811189
2012-02-09,-0.39010989010989006,-0.2747252747252747,-0.3186813186813187,-0.2692307692307692,-0.2087912087912088
2012-02-10,-0.45604395604395603,-0.15934065934065936,-0.15934065934065936,-0.20329670329670327,0.06593406593406594
2012-02-13,-0.38461538461538464,-0.1043956043956044,-0.14285714285714285,-0.04395604395604395,-0.06043956043956044
2012-02-14,-0.24175824175824176,-0.19230769230769232,-0.07692307692307691,-0.13186813186813187,0.0934065934065934
2012-02-15,-0.6538461538461539,-0.3021978021978022,-0.6538461538461539,-0.2692307692307692,-0.12087912087912088
2012-02-16,-0.5604395604395606,-0.2582417582417582,-0.6428571428571429,-0.38461538461538464,0.14835164835164835
2012-02-17,-0.5934065934065934,-0.16483516483516483,-0.45604395604395603,-0.2087912087912088,0.13736263736263735
2012-02-20,-0.2582417582417582,-0.20329670329670327,-0.5274725274725275,-0.32967032967032966,0.3021978021978022
2012-02-21,-0.2087912087912088,-0.33516483516483514,-0.5274725274725275,0.07142857142857142,0.21978021978021978
2012-02-22,-0.34065934065934067,-0.24725274725274726,-0.37912087912087916,-0.15384615384615383,0.06593406593406594
2012-02-23,-0.12637362637362637,0.15384615384615383,0.027472527472527472,0.07692307692307691,0.09890109890109891
2012-02-24,-0.16483516483516483,-0.005494505494505494,-0.12087912087912088,-0.06043956043956044,-0.14285714285714285
2012-02-27,-0.2912087912087912,-0.17032967032967034,-0.3626373626373627,-0.2087912087912088,0.40659340659340654
2012-02-28,-0.3727272727272728,-0.018181818181818184,-0.18181818181818182,-0.14545454545454548,0.21818181818181823
2012-02-29,-0.19230769230769232,0.14835164835164835,0.09890109890109891,0.2857142857142857,0.4175824175824176
