,PCF,VCF,PVCF,ACF,TRCF
2015-01-30,-0.00924246840703835,-0.019435226306983525,0.01996091730522988,0.0013497795330320126,0.020227029946866853
2015-02-27,0.026919174647368902,-0.05588678851388012,0.04788164979368479,-0.007858088015237914,0.009014596184270352
2015-03-31,0.07048415483974067,0.007279472906362726,0.09185180167579414,0.11022747951773412,0.1042923628143778
2015-04-30,-0.07296353607666219,0.10403097174862024,0.0696867152711772,0.10321158767270998,0.07391599403435153
2015-05-29,0.2769656714017015,-0.03542985183371602,0.1537588556117091,0.1521116933811755,0.10722581114407626
2015-06-30,-0.0619822349172962,0.08188237283485143,0.0494333828090547,0.10745193532262434,0.0742041119338508
2015-07-31,0.00259996984390479,-0.021603094929443956,0.023056185965977027,0.03203200107905284,0.09007386601178545
2015-08-31,-0.12697679191797828,0.180764047519231,0.031826669365964504,0.07970419108869549,0.12554292953899723
2015-09-30,-0.13590583682141438,0.01183191986194415,-0.06617050963614138,-0.0810085691631017,-0.017026799603478113
2015-10-30,-0.022995028823739407,0.10400733791280634,0.11584910241495376,0.10907982102308483,0.10819058358048723
2015-11-30,0.11948840543065394,0.1442620128828536,0.22388066284182737,0.22465962043072976,0.2375583485034422
2015-12-31,0.10345856027370681,0.11678739054917796,0.1707440338755802,0.12963276062235696,0.11220812939836058
2016-01-29,0.06747467196037644,-0.13014180984590107,-0.07331618422766083,-0.015287759127058162,0.03413795318962263
2016-02-29,-0.14118465710252803,0.05361597510736608,-0.01723794472039338,-0.05087908444402908,0.027241901677423026
2016-03-31,0.09461657085996296,0.1334856849580342,0.1737660882235726,0.17875237771141508,0.18680606670733538
2016-04-29,0.03764877537273534,0.17446235703233828,0.1043467133849356,0.12487053530472413,0.12360131781194866
2016-05-31,-0.005885399070364882,0.11129465172121347,0.03923794500527071,0.039651142428783336,0.03377286333599801
2016-06-30,0.2222709441333276,0.12590082902963132,0.24170372053341735,0.2578632617617671,0.2543935085204377
2016-07-29,0.04458319155878033,0.06256498730885324,0.09560177294656168,0.1345227424296005,0.13661669328464288
2016-08-31,0.05142918471758584,0.1401202108452415,0.17482707068281023,0.21596612288488182,0.23087443799095062
2016-09-30,0.11428284999822572,0.06894069158663103,0.10687794693413032,0.07480295614505561,0.04127497912442447
2016-10-31,0.18324695291614995,0.05403597570218829,0.1731614344079867,0.15220548716150925,0.14991331306824093
2016-11-30,0.03048915002288935,0.027511894433357408,0.08533629702771181,0.15048815419162415,0.1563630515731486
2016-12-30,0.1734670779582676,0.054549628044858085,0.11254846542120021,0.14830766773966214,0.14399476452234306
2017-01-26,0.030107148963495655,0.041378632969830596,0.0050415133595172225,0.053790344743612245,0.06765744772191407
2017-02-28,0.015153091148852545,0.1598130138496412,0.13026337050200168,0.09956323159299432,0.08751104139508607
2017-03-31,0.06431922891646037,0.1446802462513607,0.13102701559542348,0.1516618671759915,0.12679555572359924
2017-04-28,0.05490258439717245,0.0875544376302985,0.10682083606344948,0.07878268725105508,0.048435586933220774
2017-05-31,-0.09631558103745586,0.07438250231804935,-0.0776402740286726,0.00520549030486794,0.020989036209880272
2017-06-30,0.10444016920473782,-0.0023829842412895616,0.06346365318040172,0.0718310831425413,0.09655618310783382
2017-07-31,-0.09236163181785342,0.08930126213557386,-0.0019529049045580668,0.05800301083035728,0.0975414840019651
2017-08-31,-0.014463943753717871,0.15641062457019228,0.09740397269200027,0.13500153006308477,0.14262512403226196
2017-09-29,0.010873845288921177,0.24037348617056015,0.18577602292755174,0.18680480594685178,0.17108302022558491
2017-10-31,0.05388812542678526,0.0929483252177025,0.11300969997990856,0.1008299806731337,0.09972030503848614
2017-11-30,0.012414510969610519,0.0669106114178186,0.05675531908640586,0.045364052061520194,0.025188599261114785
2017-12-29,0.014609857621545144,0.02048319283660941,-0.022697262894993058,0.06882060608808095,0.05628794365508122
2018-01-31,-0.08175265955242093,0.05082754269401665,-0.047284560887389436,0.00761987954521478,0.0015521622461698032
2018-02-28,-0.08953542167746693,0.14124096691674837,0.0209475946396665,0.0767702040550864,0.09378978082845277
2018-03-30,0.10970257159179042,0.16737251871955028,0.2010185254248686,0.14195465610633382,0.12844148184654833
2018-04-27,0.05851788128031833,0.1546015241276416,0.11554835110095468,0.08025592252504722,0.0488752176032105
2018-05-31,0.021561761490323985,0.13564316944183055,0.07677159022246303,0.06366689309052918,0.021952333161605064
2018-06-29,0.007123196140032204,0.03893744318615147,-0.01762185483365765,0.1546302257122354,0.2077972626274449
2018-07-31,0.1199371550394432,0.08689747314792673,0.1455124525556959,0.17805014601727306,0.17388021170680928
2018-08-31,0.034931087768818724,-0.015295691727000411,0.011675454621001894,0.09473266245840374,0.08353830979154427
2018-09-28,0.0813128084978815,0.11340652763643162,0.1685743196876459,0.09195484436601772,0.051159389142531014
2018-10-31,-0.10774141855031864,0.04114984307795238,-0.02228888057839119,0.11530372761703903,0.20882387732842075
2018-11-30,0.10554141423541166,0.20905348166957757,0.21631470888066698,0.1594251130989001,0.12763125192353775
2018-12-28,0.10388406735018911,0.11366469852436271,0.10834110758898502,0.18215972934269936,0.19997875100047777
2019-01-31,-0.18248296705282263,-0.34311605488680863,-0.3575900820582439,-0.2145675291568726,-0.14699201212043464
2019-02-28,0.0466993864159597,0.07362051336153419,0.08727005293425617,0.13506090689341432,0.1637572884227125
2019-03-29,0.09924271630862941,0.1625532587753775,0.1644745681724776,0.2311750975528666,0.23603439889892364
2019-04-30,0.11384075913906234,0.16381642181076975,0.15816806790542096,0.15752827385534968,0.1129520149890615
2019-05-31,0.03187432428386198,0.2006821190494891,0.13463640809716798,0.14329155316082182,0.12823098695271135
2019-06-28,0.1044755015741917,0.24663264575219296,0.20803960306776617,0.215658075908819,0.20753116922228618
2019-07-31,-0.0564650274655599,0.07786494739956495,-0.0006400941759209606,0.033826156892851116,0.015313796618670569
2019-08-30,0.0020884457198092005,0.18210202410162374,0.1426937029355732,0.11970709936263278,0.13501763265993663
2019-09-30,0.017764009774001853,0.1215033685130968,0.08949649915040225,0.10299743040503516,0.10802018366355917
2019-10-31,0.02496586213431899,0.06509560676850995,0.10606549630670625,0.09169720402862239,0.10171952997811604
2019-11-29,-0.07349666099050882,-0.03002394571432173,-0.05604739622769527,-0.06807466413474937,-0.024136795352307828
2019-12-31,-0.05145626850605028,0.10225099221107488,0.02975380942345226,0.04332957132294622,0.04931029048846471
2020-01-23,-0.07750166870705738,-0.05586137387873491,-0.11081518340486028,-0.07027384899328726,-0.03682168966432689
2020-02-28,0.18380358310669107,0.11607157598351373,0.24207271136375183,0.23346952591861886,0.23675379914951175
2020-03-31,-0.0576560574030935,0.19285198331891537,0.10117888880378505,0.10018124790181308,0.1009562415485649
2020-04-30,-0.04709269362451559,0.19719880748119903,0.07823182445126838,0.08374270337203513,0.08001979758104272
2020-05-29,-0.0608785677728517,0.14302679523922932,0.061304521978139626,0.03078138752600413,0.025291273870376114
2020-06-30,0.10747443109368549,0.02482200529709905,0.05084957024918512,0.09081226436639572,0.10148911217013773
2020-07-31,0.10348922496993565,0.12039121511205472,0.14250993728418365,0.20084142966700205,0.20820018029812723
2020-08-31,0.0920607479412893,0.0024551138366289958,0.10431079618878204,0.10315811115006741,0.09563066694442506
2020-09-30,-0.03634932209380304,0.06265141400206022,-0.00324666441802498,0.021305394160926815,-0.023013902263720996
2020-10-30,0.18373257226908699,0.005130585982945577,0.07268587012778385,0.13086903894793445,0.16290606786169423
2020-11-30,0.014879607460752477,0.067929237680164,0.05043915444795437,0.10669748539103588,0.09969095202555223
2020-12-31,0.025840591470015314,0.17010646179670325,0.16440144273240073,0.16626049737043458,0.15365318873086797
2021-01-29,0.03788064291873004,-0.10433026230455171,-0.04068997674672204,0.00866038212831114,0.03572539912922724
2021-02-26,0.1056273139953987,-0.004924970538808375,0.11782772008210769,0.10546862793887767,0.14345514461764922
2021-03-31,-0.016864419185918657,0.09748056513057655,0.06262790938708382,0.06925271415689542,0.07982486878146607
2021-04-30,-0.07388350709060684,-0.06958412630208403,-0.1352059627909862,-0.10992960727649038,-0.10420904423401663
2021-05-31,-0.05796432008070147,0.011213980596363386,0.0483037440843888,0.002099696293703796,0.036864083562550554
2021-06-30,0.06969933604815173,-0.02577704546076326,0.04991122950886514,0.0289399975061005,0.055888311988104865
2021-07-30,0.095184065394057,0.02431393547496447,0.062048421014423746,0.09389437845289225,0.12105696849057007
2021-08-31,0.11589851951626205,0.004363593480064983,0.16279818000963733,0.11533526332548037,0.14532498200750035
2021-09-30,-0.07395264446666629,0.10767094703376483,0.040423399013022804,0.03200214646756555,0.02871105862488903
2021-10-29,-0.019715206392879207,0.04258906665831222,0.024040789845003744,-0.02390466750797643,-0.01156555662726335
2021-11-30,0.1976100320987876,0.03229905883114788,0.1303840014514016,0.19564366113782394,0.2112055800424377
2021-12-31,0.2233774777080387,0.09952585442156009,0.2237093749514044,0.21974621554004758,0.2173943633183063
2022-01-28,0.10670959783943502,-0.1111480118980554,-0.11702830248350145,-0.02722663333973405,-0.031139397640987648
2022-02-28,0.14930087357180732,-0.1461439863298438,-0.04581717029368294,0.017062971898397672,0.019739530305216146
2022-03-31,0.106531538064391,0.20277981950254412,0.1958361057470475,0.27459379192647465,0.24156859006405568
2022-04-29,-0.09056515432525859,0.08597624529592035,-0.04282735388271466,0.03234891030142576,0.08892683340598301
2022-05-31,-0.13068449640557028,0.18611886615920895,-0.011964684788936544,0.09063845494351239,0.11924915726636154
2022-06-30,0.07788245128034672,0.048933477974959116,0.05857809440510243,0.11073684680256468,0.14055489447848543
2022-07-29,0.09882418765458885,0.06845526276812763,0.11329149650953874,0.1407656298076411,0.14220536603256276
2022-08-31,-0.0188564799360448,0.12487841031635138,0.11507098390634778,0.08816339059068236,0.07477847120187567
2022-09-30,-0.006195877415822861,0.07552128096520415,-0.026003015460316414,0.003627284177721998,-0.0059945518294726155
2022-10-31,0.006982472995925884,-0.06186887351699609,-0.043579769614883475,0.015903792147307208,0.02149942400254221
2022-11-30,0.051054391504192935,0.14292471954202424,0.11570431912332843,0.14374092528453017,0.12606881586944782
2022-12-30,-0.019194107585596816,0.08187063207044193,-0.010793034399956302,0.025150473883828888,0.05066377817606479
2023-01-31,0.18531747373603197,0.13450064804198833,0.13287953327973342,0.24161303966867279,0.2423080498244753
2023-02-28,0.12233826396433627,0.04206668037312612,0.12230925544336392,0.16757642805541767,0.17259361485101554
2023-03-31,0.11800026786793666,0.028363274357381257,0.06773018507963134,0.1441446565591037,0.11511033289138829
2023-04-28,0.06774344721161303,0.03310150833671971,0.10352315173315754,0.054503379933618604,0.06361453490153982
2023-05-31,-0.011219085182264636,0.03387608882128997,-0.030845838522489972,0.02912664001365571,0.03549482157777053
2023-06-30,0.1453712469972611,0.0827040975651254,0.14448937806749326,0.22613442094238964,0.21877174594188548
2023-07-31,0.1350546050151456,-0.03702433714980184,0.08805315765305743,0.11647864478778604,0.09972605015401342
2023-08-31,0.10796834332685935,-0.020052602707879036,0.06855962153105953,0.08159615756475207,0.08179663463045579
2023-09-28,0.11783874918860832,0.005593263303647652,0.02031062917921949,0.08706159585229986,0.08799147239069269
2023-10-31,0.0012345579617369343,-0.07615803226885978,0.1388012883293499,-0.047483497049105663,0.07164003802786818
2023-11-30,-0.017137079172488447,-0.012509339091974093,0.06516804225391835,0.019287061580513618,-0.003324277522524258
2023-12-29,,,,,
